idno,cntry,trust_parliament,trust_legal,trust_police,trust_politicians,trust_parties,pro_immigration,religiosity,life_satisfaction,satis_economy,satis_government,left_right,gender,age_group,education
17473,HU,low,low,low,low,low,low,low,low,low,low,centre,male,18-29,medium
10564,HU,low,low,low,low,low,medium,low,high,low,low,right,male,30-44,low
11222,HU,high,high,high,high,high,medium,low,high,high,high,right,female,30-44,medium
10897,HU,low,low,high,low,low,low,medium,high,low,low,left,female,45-59,high
16902,HU,low,high,high,low,low,low,low,high,low,low,centre,female,18-29,medium
13629,HU,medium,medium,medium,medium,low,low,medium,high,low,low,centre,male,60+,medium
15566,HU,high,high,high,high,high,high,low,high,medium,medium,centre,male,30-44,high
12712,HU,high,medium,medium,medium,medium,high,high,high,high,high,right,male,30-44,medium
26080,HU,medium,medium,medium,medium,medium,low,medium,high,medium,medium,centre,female,30-44,medium
26935,HU,medium,medium,medium,low,low,medium,high,low,low,low,left,male,60+,low
21350,HU,low,low,low,low,low,low,medium,low,low,low,centre,female,18-29,low
14897,HU,medium,high,high,medium,medium,medium,medium,high,medium,high,right,male,30-44,high
23562,HU,medium,low,low,low,low,low,medium,low,low,low,right,female,30-44,medium
19850,HU,low,low,high,low,low,medium,medium,high,low,low,right,male,60+,medium
23103,HU,medium,medium,medium,high,medium,medium,high,medium,high,high,right,female,60+,medium
86507,IE,medium,high,high,medium,medium,high,high,high,medium,medium,right,female,60+,high
50566,IE,low,high,high,low,low,medium,high,high,medium,low,right,male,60+,low
64056,IE,high,high,high,high,high,high,high,high,high,high,right,female,30-44,high
52228,IE,low,medium,low,low,low,high,high,medium,low,low,centre,male,60+,low
89449,IE,medium,low,medium,low,low,high,low,high,medium,medium,centre,male,60+,medium
57013,IE,high,high,high,medium,medium,high,high,high,high,medium,right,male,60+,medium
53175,IE,high,medium,medium,medium,medium,high,medium,high,low,low,centre,female,30-44,high
68668,IE,high,high,high,medium,medium,high,medium,high,medium,low,centre,female,60+,high
73088,IE,medium,medium,high,low,low,low,low,medium,low,low,centre,female,18-29,medium
62917,IE,low,high,high,low,low,low,high,high,high,medium,centre,female,60+,high
74104,IE,high,high,high,medium,low,high,low,high,medium,medium,centre,male,30-44,high
72327,IE,high,high,medium,medium,medium,high,high,high,medium,medium,right,male,60+,low
88017,IE,high,high,high,high,high,medium,high,high,low,high,right,female,60+,low
62099,IE,high,high,high,high,high,medium,medium,high,high,high,right,female,45-59,low
66394,IE,high,high,high,medium,low,high,low,high,high,medium,right,male,45-59,high
59604,IE,low,medium,high,low,low,high,high,high,low,medium,right,female,30-44,high
77258,IE,high,high,high,high,medium,high,high,high,medium,high,right,male,60+,medium
56429,IE,low,low,medium,low,low,medium,medium,high,medium,medium,centre,female,60+,medium
83564,IE,high,high,high,medium,medium,high,low,high,high,medium,left,male,30-44,high
92139,IE,low,high,medium,low,low,high,high,high,low,low,centre,male,60+,low
84095,IE,medium,high,high,medium,medium,medium,medium,medium,medium,medium,left,male,45-59,medium
62072,IE,medium,medium,high,low,low,medium,medium,high,medium,medium,centre,female,NA,high
70442,IE,high,high,high,medium,medium,high,medium,high,medium,medium,right,male,45-59,medium
87920,IE,medium,high,high,medium,medium,low,medium,medium,medium,medium,right,female,60+,low
84961,IE,medium,high,high,high,high,medium,medium,high,medium,medium,centre,female,45-59,high
72535,IE,low,medium,high,low,low,high,low,high,medium,medium,centre,male,45-59,high
55642,IE,low,low,low,low,low,high,high,high,high,high,right,male,18-29,low
63627,IE,medium,medium,medium,medium,medium,medium,high,high,high,high,right,female,NA,high
86911,IE,low,low,high,low,low,high,high,high,high,medium,right,female,45-59,medium
89664,IE,medium,medium,high,low,low,low,low,high,high,medium,centre,male,60+,low
81358,IE,medium,high,high,medium,medium,high,medium,high,medium,medium,centre,male,30-44,high
68523,IE,medium,high,high,medium,medium,medium,low,medium,medium,medium,centre,female,60+,high
87631,IE,medium,high,high,medium,medium,high,medium,low,medium,low,centre,female,60+,medium
60171,IE,medium,high,high,medium,medium,high,low,high,medium,medium,centre,male,30-44,high
64604,IE,low,low,medium,low,low,medium,high,medium,medium,medium,centre,female,60+,low
81803,IE,high,high,high,high,low,high,low,medium,high,high,right,male,18-29,medium
69773,IE,high,high,high,high,high,high,high,high,high,high,centre,male,30-44,high
74881,IE,medium,high,high,medium,medium,high,low,high,high,medium,left,male,30-44,high
69024,IE,high,high,high,medium,high,high,high,medium,high,high,centre,male,60+,low
83459,IE,medium,high,high,medium,medium,high,low,high,medium,medium,centre,female,45-59,medium
65208,IE,high,high,high,high,high,low,high,high,medium,medium,centre,female,60+,medium
80811,IE,high,high,high,medium,high,high,medium,high,high,high,centre,female,18-29,medium
58195,IE,high,medium,high,medium,medium,high,low,high,high,high,centre,male,60+,low
87616,IE,medium,high,medium,medium,medium,high,high,high,high,high,right,male,45-59,medium
53036,IE,medium,high,high,medium,medium,high,high,high,medium,medium,centre,female,45-59,high
65758,IE,medium,high,medium,medium,medium,medium,medium,medium,low,medium,right,female,45-59,high
81885,IE,low,low,high,low,low,high,high,high,high,high,right,female,45-59,medium
55558,IE,high,high,high,medium,medium,medium,high,high,medium,high,centre,female,45-59,medium
70735,IE,medium,high,high,medium,medium,high,low,high,low,medium,centre,female,18-29,high
78668,IE,medium,medium,medium,medium,high,high,high,high,medium,medium,centre,male,60+,high
72187,IE,high,high,high,medium,medium,high,low,high,high,high,centre,female,45-59,high
76628,IE,medium,high,high,medium,medium,high,high,high,medium,medium,right,female,30-44,medium
69742,IE,low,high,high,medium,low,high,low,high,high,medium,right,female,18-29,low
60989,IE,medium,medium,medium,medium,medium,low,high,high,high,high,centre,male,60+,low
77328,IE,low,high,medium,low,low,high,low,high,low,low,left,female,45-59,high
54767,IE,low,medium,medium,low,low,low,high,high,low,low,centre,female,60+,low
86165,IE,low,low,high,low,low,medium,medium,high,low,low,right,male,45-59,low
53030,IE,high,high,high,high,medium,high,low,high,medium,high,right,male,60+,medium
76130,IE,high,high,high,high,high,high,medium,high,medium,high,centre,male,60+,high
57439,IE,high,medium,high,high,high,high,high,medium,high,high,centre,male,45-59,high
58227,IE,low,low,medium,low,low,high,medium,medium,low,low,left,female,45-59,medium
56760,IE,high,high,high,medium,medium,high,low,high,low,medium,left,male,60+,high
71522,IE,high,high,high,medium,medium,high,low,medium,low,low,centre,female,30-44,high
92642,IE,medium,high,medium,medium,low,high,medium,high,medium,medium,right,male,60+,high
55561,IE,medium,high,high,medium,low,medium,low,high,medium,medium,centre,female,NA,high
88820,IE,medium,high,high,medium,medium,high,high,high,medium,high,right,male,60+,high
82260,IE,high,high,high,high,high,high,medium,high,medium,medium,right,male,60+,high
85803,IE,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,centre,male,18-29,low
80117,IE,medium,high,high,medium,medium,medium,high,high,medium,high,right,male,45-59,high
71004,IE,low,low,medium,low,low,high,high,low,low,low,centre,female,45-59,high
65747,IE,medium,high,high,low,medium,medium,high,medium,high,high,centre,female,60+,medium
88394,IE,high,high,medium,medium,medium,high,medium,high,high,high,centre,male,30-44,high
78901,IE,low,medium,medium,low,low,medium,medium,medium,low,low,centre,female,30-44,high
64546,IE,high,high,high,medium,medium,high,medium,high,high,high,centre,male,30-44,high
75943,IE,low,medium,high,high,medium,high,high,high,medium,high,centre,male,18-29,low
84418,IE,high,medium,medium,low,low,high,high,high,high,high,right,male,30-44,high
54857,IE,high,high,high,medium,medium,medium,high,high,medium,high,right,female,60+,low
52466,IE,high,medium,high,medium,high,high,high,high,medium,high,centre,female,30-44,high
86893,IE,high,high,high,low,low,medium,high,medium,high,high,left,male,45-59,medium
70787,IE,medium,low,medium,low,low,high,low,medium,low,low,left,female,45-59,high
82643,IE,high,medium,high,high,high,medium,medium,high,low,low,centre,male,30-44,high
50113,IE,low,low,low,low,low,medium,medium,high,low,low,left,male,45-59,low
89246,IE,high,medium,high,medium,medium,high,low,medium,medium,high,centre,female,60+,high
52070,IE,medium,medium,medium,low,low,low,low,high,medium,medium,right,male,60+,low
84815,IE,medium,high,high,medium,medium,high,medium,high,medium,low,centre,male,60+,medium
81982,IE,medium,medium,high,medium,medium,medium,high,high,high,high,right,male,NA,medium
87051,IE,high,high,high,high,medium,high,high,high,medium,medium,centre,male,18-29,medium
68666,IE,low,medium,medium,low,low,medium,medium,high,medium,medium,centre,female,60+,high
65571,IE,low,medium,medium,low,low,high,low,high,low,medium,centre,female,45-59,medium
80007,IE,high,low,high,medium,medium,high,high,high,medium,high,centre,female,45-59,high
83155,IE,high,high,high,medium,medium,medium,medium,medium,high,medium,right,male,60+,high
54055,IE,high,high,high,high,high,high,high,medium,high,high,right,male,30-44,high
84799,IE,medium,medium,high,medium,high,high,medium,high,medium,high,centre,female,45-59,high
61849,IE,medium,high,medium,medium,medium,high,high,high,medium,high,centre,male,18-29,low
69058,IE,high,high,high,medium,medium,high,low,high,high,medium,centre,female,30-44,high
60963,IE,high,high,high,high,medium,high,high,high,high,high,centre,female,60+,low
64568,IE,medium,high,high,medium,medium,low,high,high,medium,medium,left,male,60+,low
84198,IE,low,low,medium,medium,medium,high,low,high,low,low,centre,female,45-59,medium
80915,IE,high,high,high,high,medium,medium,high,high,high,medium,right,male,60+,low
50675,IE,low,medium,high,low,low,high,low,low,medium,medium,left,male,45-59,high
23433,IS,medium,high,high,medium,medium,high,high,high,medium,medium,centre,female,45-59,medium
27895,IS,high,medium,high,high,medium,high,low,high,medium,medium,left,female,18-29,medium
19380,IS,high,high,high,high,high,high,high,high,high,high,right,male,30-44,high
24064,IS,medium,medium,high,medium,medium,high,medium,high,medium,high,right,female,60+,high
15294,IS,high,high,high,high,high,high,medium,high,medium,medium,centre,female,30-44,high
22887,IS,high,high,high,high,high,medium,high,high,medium,high,left,male,60+,high
24448,IS,medium,medium,high,low,low,high,low,high,medium,medium,centre,female,45-59,high
13319,IS,medium,medium,high,medium,medium,medium,high,high,medium,medium,left,female,60+,low
12200,IS,medium,medium,high,low,low,high,high,high,high,low,centre,male,60+,medium
21012,IS,high,high,high,medium,medium,medium,medium,high,medium,medium,centre,female,60+,high
13691,IS,high,high,high,medium,medium,medium,high,high,high,high,right,male,45-59,high
22716,IS,medium,medium,medium,medium,medium,medium,high,high,medium,high,right,female,45-59,high
10784,IS,high,high,high,high,high,medium,low,high,high,high,right,male,45-59,high
13466,IS,medium,high,high,medium,medium,high,medium,high,medium,medium,centre,female,30-44,high
24237,IS,high,low,medium,medium,medium,high,medium,high,medium,medium,centre,female,45-59,high
27871,IS,high,high,high,high,high,high,high,high,medium,medium,right,female,60+,high
26610,IS,high,medium,high,low,medium,high,low,high,high,high,right,female,18-29,medium
16884,IS,high,high,high,high,high,high,high,high,high,high,right,female,60+,high
13441,IS,medium,high,high,medium,medium,medium,high,high,medium,high,right,female,60+,high
10318,IS,medium,high,high,high,medium,high,high,high,high,high,right,male,60+,high
21438,IS,high,high,high,high,high,high,medium,high,high,high,left,female,30-44,high
10484,IS,high,high,high,high,high,high,low,high,high,high,right,female,30-44,high
17455,IS,high,medium,high,high,high,high,high,low,medium,medium,right,male,60+,medium
26125,IS,medium,high,high,medium,medium,high,low,high,medium,low,left,female,60+,high
24039,IS,low,low,medium,low,low,medium,high,medium,low,low,centre,female,60+,low
16555,IS,low,low,medium,low,low,medium,low,high,medium,low,centre,male,30-44,medium
25077,IS,medium,high,high,medium,medium,medium,high,high,high,medium,centre,male,60+,low
14403,IS,medium,medium,high,low,low,high,medium,high,low,low,centre,female,60+,low
25229,IS,high,medium,high,high,high,high,high,high,high,high,right,female,45-59,high
13951,IS,high,high,high,medium,medium,medium,high,high,high,high,right,female,60+,low
23074,IS,high,high,high,medium,medium,high,high,high,high,high,centre,female,45-59,medium
17594,IS,high,high,high,high,high,high,low,high,high,high,centre,female,45-59,high
23997,IS,low,low,high,low,low,high,low,high,low,low,left,male,60+,high
22197,IS,high,medium,high,medium,medium,high,high,high,high,low,centre,male,60+,medium
15278,IS,high,high,high,high,medium,high,low,high,high,high,left,female,30-44,high
15151,IS,low,medium,high,low,low,high,low,high,high,medium,right,male,45-59,high
18402,IS,high,high,high,high,high,high,high,high,high,high,left,female,45-59,high
12010,IS,high,high,high,high,high,high,high,high,high,high,centre,female,45-59,high
21531,IS,medium,high,high,medium,medium,medium,medium,high,high,medium,centre,male,30-44,medium
15244,IS,high,medium,high,high,high,high,high,high,high,high,left,female,60+,high
18768,IS,low,low,medium,low,low,high,medium,high,low,low,centre,female,60+,low
22081,IS,medium,medium,high,low,low,medium,high,high,high,high,centre,male,60+,high
13757,IS,low,low,medium,low,low,medium,high,high,medium,low,left,female,60+,low
19299,IS,high,high,high,medium,medium,high,low,high,medium,medium,centre,male,30-44,high
13228,IS,medium,high,high,high,medium,high,medium,medium,high,medium,left,female,45-59,high
10434,IS,medium,medium,medium,low,low,high,high,high,medium,high,right,male,60+,low
16055,IS,medium,high,high,medium,high,high,low,high,medium,medium,centre,male,18-29,medium
14524,IS,high,medium,high,high,high,medium,medium,medium,high,high,right,female,60+,low
23575,IS,high,high,high,high,high,high,high,medium,medium,high,centre,female,60+,low
26683,IS,high,high,high,high,high,medium,low,high,high,high,centre,female,30-44,high
22249,IS,low,low,low,medium,medium,high,low,high,high,high,centre,female,45-59,high
20248,IS,low,low,low,low,low,high,low,high,medium,low,centre,male,60+,low
24514,IS,high,high,high,high,medium,high,high,high,high,high,centre,male,30-44,high
11387,IS,medium,medium,high,medium,low,high,high,high,high,high,right,female,30-44,medium
25940,IS,high,high,high,high,medium,high,high,high,medium,medium,left,female,60+,high
14625,IS,medium,medium,high,medium,medium,medium,high,high,low,medium,right,female,18-29,medium
19873,IS,low,low,low,low,low,medium,low,medium,high,medium,right,male,60+,high
20295,IS,high,medium,high,medium,medium,high,low,high,high,low,right,male,30-44,high
21920,IS,medium,medium,high,medium,medium,high,low,high,high,medium,centre,male,18-29,medium
20661,IS,medium,high,high,low,low,high,low,high,high,medium,centre,male,30-44,high
15626,IS,medium,medium,high,high,medium,medium,high,medium,medium,high,left,male,60+,medium
19057,IS,high,medium,high,high,medium,medium,medium,high,low,low,left,female,60+,high
20689,IS,high,high,high,high,medium,high,high,high,high,high,right,male,45-59,high
24127,IS,high,high,high,high,medium,high,medium,high,high,high,centre,female,18-29,low
16150,IS,high,medium,high,medium,medium,high,low,high,medium,medium,right,male,45-59,medium
25973,IS,medium,medium,medium,low,medium,high,low,high,high,low,left,male,30-44,high
16436,IS,high,high,high,high,high,medium,low,high,medium,medium,left,female,18-29,high
20708,IS,medium,medium,high,medium,medium,high,medium,high,medium,medium,left,female,60+,high
15817,IS,high,medium,high,medium,medium,high,high,medium,high,high,right,male,30-44,high
15710,IS,high,medium,high,high,high,medium,high,high,high,high,right,female,60+,high
22959,IS,high,high,high,high,high,high,high,high,high,high,left,male,45-59,high
13186,IS,medium,high,high,medium,medium,high,medium,high,high,high,left,female,45-59,high
14364,IS,medium,medium,high,medium,low,high,high,high,low,low,left,male,60+,high
23717,IS,medium,medium,medium,medium,medium,high,low,low,medium,medium,left,male,18-29,medium
27659,IS,high,high,high,medium,medium,high,high,high,high,high,right,female,45-59,high
16332,IS,medium,medium,medium,low,low,high,high,high,low,medium,left,male,60+,high
